,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Weekday,Day
512,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,Ewallet,379.96,4.761904762,18.998,9.3,2019,1,Sunday,27
513,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,Cash,696.85,4.761904762,34.8425,7.6,2019,3,Thursday,14
514,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,Credit card,408.73,4.761904762,20.4365,8.2,2019,2,Saturday,23
515,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,Ewallet,51.47,4.761904762,2.5735,8.5,2019,3,Monday,18
516,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,2019-03-29,Ewallet,274.3,4.761904762,13.715,9.8,2019,3,Friday,29
517,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,2019-01-22,Credit card,196.95,4.761904762,9.8475,8.7,2019,1,Tuesday,22
518,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,Ewallet,69.46,4.761904762,3.473,9.7,2019,3,Friday,1
519,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,Credit card,359.6,4.761904762,17.98,4.3,2019,1,Thursday,17
520,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,2019-03-26,Credit card,137.13,4.761904762,6.8565,7.7,2019,3,Tuesday,26
521,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,Cash,499.02,4.761904762,24.951,7.3,2019,3,Wednesday,20
522,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,Credit card,224.64,4.761904762,11.232,5.9,2019,2,Wednesday,6
523,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,2019-01-01,Cash,125.74,4.761904762,6.287,5.0,2019,1,Tuesday,1
524,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,Credit card,490.26,4.761904762,24.513,8.0,2019,1,Sunday,27
525,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,Ewallet,457.05,4.761904762,22.8525,7.1,2019,2,Monday,25
526,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,2019-01-16,Credit card,156.84,4.761904762,7.842,9.0,2019,1,Wednesday,16
527,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,2019-01-13,Ewallet,119.72,4.761904762,5.986,6.7,2019,1,Sunday,13
528,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,Credit card,543.6,4.761904762,27.18,6.1,2019,2,Thursday,7
529,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,Cash,882.81,4.761904762,44.1405,9.3,2019,2,Sunday,17
530,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,Ewallet,152.58,4.761904762,7.629,7.0,2019,2,Tuesday,12
531,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,2019-01-24,Credit card,693.44,4.761904762,34.672,7.2,2019,1,Thursday,24
532,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,Ewallet,229.5,4.761904762,11.475,8.2,2019,2,Wednesday,6
533,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,2019-03-26,Ewallet,146.79,4.761904762,7.3395,8.4,2019,3,Tuesday,26
534,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,Ewallet,141.6,4.761904762,7.08,6.2,2019,3,Monday,11
535,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,Ewallet,116.69,4.761904762,5.8345,7.4,2019,2,Thursday,7
536,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,2019-01-05,Credit card,73.96,4.761904762,3.698,5.0,2019,1,Saturday,5
537,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,2019-03-07,Ewallet,97.94,4.761904762,4.897,6.9,2019,3,Thursday,7
538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,Credit card,292.2,4.761904762,14.61,4.9,2019,2,Monday,25
539,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01,Ewallet,524.88,4.761904762,26.244,5.1,2019,2,Friday,1
540,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,2019-01-22,Ewallet,92.04,4.761904762,4.602,9.1,2019,1,Tuesday,22
541,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.674,2019-01-03,Credit card,75.88,4.761904762,3.794,7.1,2019,1,Thursday,3
542,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,2019-02-13,Credit card,80.72,4.761904762,4.036,5.0,2019,2,Wednesday,13
543,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,2019-01-28,Credit card,112.62,4.761904762,5.631,5.5,2019,1,Monday,28
544,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,2019-01-05,Credit card,71.2,4.761904762,3.56,9.2,2019,1,Saturday,5
545,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,2019-03-19,Ewallet,155.24,4.761904762,7.762,4.9,2019,3,Tuesday,19
546,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,Ewallet,294.2,4.761904762,14.71,8.9,2019,1,Saturday,12
547,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,2019-01-07,Credit card,548.55,4.761904762,27.4275,6.0,2019,1,Monday,7
548,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,2019-01-26,Cash,257.7,4.761904762,12.885,4.2,2019,1,Saturday,26
549,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,2019-01-23,Cash,396.36,4.761904762,19.818,7.3,2019,1,Wednesday,23
550,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2019-02-09,Ewallet,171.81,4.761904762,8.5905,6.5,2019,2,Saturday,9
551,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2019-02-22,Cash,488.79,4.761904762,24.4395,8.9,2019,2,Friday,22
552,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2019-02-05,Cash,524.16,4.761904762,26.208,9.7,2019,2,Tuesday,5
553,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,2019-03-07,Credit card,133.26,4.761904762,6.663,8.6,2019,3,Thursday,7
554,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.002,2019-03-25,Cash,135.24,4.761904762,6.762,6.9,2019,3,Monday,25
555,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,2019-01-20,Credit card,112.44,4.761904762,5.622,7.7,2019,1,Sunday,20
556,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2019-02-04,Cash,144.08,4.761904762,7.204,9.5,2019,2,Monday,4
557,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,Ewallet,985.2,4.761904762,49.26,4.5,2019,1,Wednesday,30
558,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.458,2019-01-02,Ewallet,249.96,4.761904762,12.498,5.6,2019,1,Wednesday,2
559,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,2019-03-29,Ewallet,217.26,4.761904762,10.863,8.2,2019,3,Friday,29
560,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,2019-03-14,Cash,194.22,4.761904762,9.711,7.3,2019,3,Thursday,14
561,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,Credit card,892.0,4.761904762,44.6,4.4,2019,2,Monday,11
562,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,2019-01-30,Ewallet,339.36,4.761904762,16.968,5.7,2019,1,Wednesday,30
563,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,2019-03-20,Ewallet,447.06,4.761904762,22.353,5.0,2019,3,Wednesday,20
564,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,2019-03-20,Cash,198.5,4.761904762,9.925,9.0,2019,3,Wednesday,20
565,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,2019-01-17,Credit card,812.1,4.761904762,40.605,6.3,2019,1,Thursday,17
566,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2019-02-03,Credit card,493.3,4.761904762,24.665,9.4,2019,2,Sunday,3
567,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,2019-01-01,Cash,591.66,4.761904762,29.583,7.7,2019,1,Tuesday,1
568,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,2019-01-10,Credit card,559.02,4.761904762,27.951,5.5,2019,1,Thursday,10
569,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,2019-03-02,Ewallet,517.86,4.761904762,25.893,4.1,2019,3,Saturday,2
570,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2019-02-25,Credit card,410.2,4.761904762,20.51,7.6,2019,2,Monday,25
571,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,2019-01-29,Cash,266.7,4.761904762,13.335,8.6,2019,1,Tuesday,29
572,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,2019-03-10,Ewallet,70.91,4.761904762,3.5455,8.3,2019,3,Sunday,10
573,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,2019-01-13,Credit card,144.78,4.761904762,7.239,8.1,2019,1,Sunday,13
574,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,2019-03-22,Credit card,429.55,4.761904762,21.4775,8.6,2019,3,Friday,22
575,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,2019-03-01,Ewallet,569.17,4.761904762,28.4585,6.3,2019,3,Friday,1
576,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2019-02-20,Cash,241.2,4.761904762,12.06,5.8,2019,2,Wednesday,20
577,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,2019-01-14,Ewallet,127.08,4.761904762,6.354,6.2,2019,1,Monday,14
578,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.934,2019-03-26,Cash,257.08,4.761904762,12.854,7.7,2019,3,Tuesday,26
579,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.971,2019-03-01,Ewallet,139.02,4.761904762,6.951,8.1,2019,3,Friday,1
580,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,2019-01-07,Cash,81.66,4.761904762,4.083,7.3,2019,1,Monday,7
581,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,2019-02-01,Cash,310.72,4.761904762,15.536,8.4,2019,2,Friday,1
582,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2019-02-13,Credit card,185.96,4.761904762,9.298,8.0,2019,2,Wednesday,13
583,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.936,2019-01-14,Credit card,72.32,4.761904762,3.616,9.5,2019,1,Monday,14
584,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,2019-01-19,Ewallet,189.18,4.761904762,9.459,7.0,2019,1,Saturday,19
585,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.182,2019-03-09,Credit card,206.84,4.761904762,10.342,9.8,2019,3,Saturday,9
586,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.871,2019-03-27,Cash,157.02,4.761904762,7.851,9.2,2019,3,Wednesday,27
587,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2019-02-04,Ewallet,215.3,4.761904762,10.765,7.7,2019,2,Monday,4
588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,2019-03-14,Cash,596.1,4.761904762,29.805,5.3,2019,3,Thursday,14
589,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,2019-03-04,Cash,73.1,4.761904762,3.655,4.4,2019,3,Monday,4
590,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.139,2019-03-03,Credit card,279.18,4.761904762,13.959,4.3,2019,3,Sunday,3
591,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,2019-01-27,Ewallet,169.68,4.761904762,8.484,9.4,2019,1,Sunday,27
592,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,2019-02-07,Cash,45.58,4.761904762,2.279,9.8,2019,2,Thursday,7
593,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,Ewallet,225.6,4.761904762,11.28,4.8,2019,2,Tuesday,5
594,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,2019-03-15,Cash,290.4,4.761904762,14.52,5.3,2019,3,Friday,15
595,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.683,2019-03-01,Credit card,44.46,4.761904762,2.223,8.7,2019,3,Friday,1
596,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2019-02-15,Credit card,156.6,4.761904762,7.83,9.5,2019,2,Friday,15
597,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2019-02-17,Ewallet,419.94,4.761904762,20.997,5.3,2019,2,Sunday,17
598,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,2019-01-26,Cash,184.25,4.761904762,9.2125,9.2,2019,1,Saturday,26
599,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,2019-03-24,Ewallet,140.64,4.761904762,7.032,9.6,2019,3,Sunday,24
600,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,2019-01-23,Ewallet,83.08,4.761904762,4.154,6.4,2019,1,Wednesday,23
601,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,2019-01-26,Credit card,64.99,4.761904762,3.2495,4.5,2019,1,Saturday,26
602,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,2019-03-14,Ewallet,775.6,4.761904762,38.78,6.9,2019,3,Thursday,14
603,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,343.413,2019-03-17,Ewallet,327.06,4.761904762,16.353,7.8,2019,3,Sunday,17
604,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,2019-01-08,Cash,363.23,4.761904762,18.1615,4.5,2019,1,Tuesday,8
605,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,Cash,127.0,4.761904762,6.35,8.6,2019,2,Friday,8
606,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,Ewallet,375.55,4.761904762,18.7775,5.2,2019,2,Sunday,10
607,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.118,2019-03-28,Credit card,199.16,4.761904762,9.958,6.4,2019,3,Thursday,28
608,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,2019-01-23,Ewallet,30.61,4.761904762,1.5305,5.2,2019,1,Wednesday,23
609,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.569,2019-01-17,Ewallet,115.78,4.761904762,5.789,8.9,2019,1,Thursday,17
610,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2019-02-07,Credit card,28.96,4.761904762,1.448,6.2,2019,2,Thursday,7
611,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,2019-03-09,Cash,890.73,4.761904762,44.5365,6.7,2019,3,Saturday,9
612,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.643,2019-01-24,Cash,279.66,4.761904762,13.983,7.2,2019,1,Thursday,24
613,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,2019-01-19,Credit card,80.93,4.761904762,4.0465,9.0,2019,1,Saturday,19
614,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,2019-02-03,Ewallet,674.5,4.761904762,33.725,4.2,2019,2,Sunday,3
615,A,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.904,2019-03-20,Ewallet,348.48,4.761904762,17.424,4.2,2019,3,Wednesday,20
616,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,2019-01-13,Cash,435.6,4.761904762,21.78,6.9,2019,1,Sunday,13
617,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,2019-03-14,Ewallet,439.55,4.761904762,21.9775,4.4,2019,3,Thursday,14
618,A,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,2019-01-23,Credit card,591.18,4.761904762,29.559,4.0,2019,1,Wednesday,23
619,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2019-02-07,Ewallet,260.76,4.761904762,13.038,8.5,2019,2,Thursday,7
620,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.792,2019-03-28,Credit card,215.04,4.761904762,10.752,9.2,2019,3,Thursday,28
621,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,2019-03-20,Cash,91.61,4.761904762,4.5805,9.8,2019,3,Wednesday,20
622,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,2019-01-17,Credit card,662.13,4.761904762,33.1065,4.9,2019,1,Thursday,17
623,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,2019-01-12,Credit card,832.5,4.761904762,41.625,4.4,2019,1,Saturday,12
624,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,2019-02-16,Cash,91.35,4.761904762,4.5675,6.8,2019,2,Saturday,16
625,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,2019-01-26,Cash,157.76,4.761904762,7.888,9.1,2019,1,Saturday,26
626,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.827,2019-03-09,Ewallet,121.74,4.761904762,6.087,8.7,2019,3,Saturday,9
627,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,2019-03-14,Cash,825.8,4.761904762,41.29,5.0,2019,3,Thursday,14
628,A,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,2019-01-25,Ewallet,159.9,4.761904762,7.995,7.5,2019,1,Friday,25
629,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,2019-01-26,Credit card,12.09,4.761904762,0.6045,8.2,2019,1,Saturday,26
630,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,2019-01-19,Credit card,641.9,4.761904762,32.095,6.7,2019,1,Saturday,19
631,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,2019-03-05,Ewallet,234.93,4.761904762,11.7465,5.4,2019,3,Tuesday,5
632,A,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.917,2019-01-15,Credit card,167.54,4.761904762,8.377,7.0,2019,1,Tuesday,15
633,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,2019-03-18,Ewallet,299.1,4.761904762,14.955,4.7,2019,3,Monday,18
634,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,2019-03-20,Credit card,239.73,4.761904762,11.9865,5.0,2019,3,Wednesday,20
635,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.235,697.935,2019-01-15,Credit card,664.7,4.761904762,33.235,5.0,2019,1,Tuesday,15
636,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,2019-03-03,Credit card,202.65,4.761904762,10.1325,6.0,2019,3,Sunday,3
637,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,2019-03-19,Cash,46.2,4.761904762,2.31,6.3,2019,3,Tuesday,19
638,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,2019-03-08,Cash,88.15,4.761904762,4.4075,8.5,2019,3,Friday,8
639,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,2019-02-27,Ewallet,157.26,4.761904762,7.863,7.5,2019,2,Wednesday,27
640,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2019-02-23,Ewallet,296.37,4.761904762,14.8185,6.4,2019,2,Saturday,23
641,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,2019-03-19,Ewallet,708.4,4.761904762,35.42,4.7,2019,3,Tuesday,19
642,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,116.907,2019-03-27,Ewallet,111.34,4.761904762,5.567,6.0,2019,3,Wednesday,27
643,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.008,609.168,2019-03-30,Credit card,580.16,4.761904762,29.008,4.0,2019,3,Saturday,30
644,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2019-02-16,Ewallet,60.25,4.761904762,3.0125,5.5,2019,2,Saturday,16
645,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,2019-01-18,Ewallet,174.24,4.761904762,8.712,8.7,2019,1,Friday,18
646,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.063,442.323,2019-03-30,Cash,421.26,4.761904762,21.063,7.4,2019,3,Saturday,30
647,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,2019-03-20,Cash,33.63,4.761904762,1.6815,5.6,2019,3,Wednesday,20
648,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.549,32.529,2019-01-16,Cash,30.98,4.761904762,1.549,6.3,2019,1,Wednesday,16
649,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2019-02-24,Cash,247.4,4.761904762,12.37,7.1,2019,2,Sunday,24
650,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,2019-01-15,Ewallet,378.3,4.761904762,18.915,7.8,2019,1,Tuesday,15
651,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,2019-01-22,Cash,334.86,4.761904762,16.743,9.9,2019,1,Tuesday,22
652,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,Cash,727.8,4.761904762,36.39,7.3,2019,2,Sunday,3
653,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,352.674,2019-03-06,Ewallet,335.88,4.761904762,16.794,5.1,2019,3,Wednesday,6
654,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.756,2019-02-16,Credit card,240.72,4.761904762,12.036,9.4,2019,2,Saturday,16
655,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,2019-03-14,Credit card,47.07,4.761904762,2.3535,5.8,2019,3,Thursday,14
656,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,2019-02-27,Credit card,99.69,4.761904762,4.9845,8.0,2019,2,Wednesday,27
657,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,2019-01-18,Ewallet,264.45,4.761904762,13.2225,7.9,2019,1,Friday,18
658,A,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,2019-01-29,Cash,139.65,4.761904762,6.9825,5.9,2019,1,Tuesday,29
659,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2019-02-26,Credit card,55.45,4.761904762,2.7725,4.9,2019,2,Tuesday,26
660,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2019-02-03,Cash,128.91,4.761904762,6.4455,9.3,2019,2,Sunday,3
661,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,5.999,125.979,2019-01-16,Credit card,119.98,4.761904762,5.999,7.9,2019,1,Wednesday,16
662,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.125,2019-03-24,Credit card,352.5,4.761904762,17.625,5.9,2019,3,Sunday,24
663,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,2019-02-12,Credit card,871.0,4.761904762,43.55,9.9,2019,2,Tuesday,12
664,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,9.88,207.48,2019-02-21,Cash,197.6,4.761904762,9.88,7.7,2019,2,Thursday,21
665,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2019-02-04,Ewallet,194.52,4.761904762,9.726,7.6,2019,2,Monday,4
666,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.881,2019-02-20,Ewallet,173.22,4.761904762,8.661,7.7,2019,2,Wednesday,20
667,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2019-02-23,Ewallet,71.88,4.761904762,3.594,6.4,2019,2,Saturday,23
668,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,300.573,2019-02-16,Ewallet,286.26,4.761904762,14.313,4.4,2019,2,Saturday,16
669,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,2019-01-17,Credit card,81.24,4.761904762,4.062,4.1,2019,1,Thursday,17
670,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,2019-01-14,Ewallet,560.4,4.761904762,28.02,4.4,2019,1,Monday,14
671,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,2019-03-30,Cash,186.8,4.761904762,9.34,5.5,2019,3,Saturday,30
672,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,2019-03-02,Ewallet,220.23,4.761904762,11.0115,4.0,2019,3,Saturday,2
673,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.456,282.576,2019-02-15,Credit card,269.12,4.761904762,13.456,9.3,2019,2,Friday,15
674,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,2019-03-01,Credit card,454.8,4.761904762,22.74,4.8,2019,3,Friday,1
675,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2019-02-24,Cash,167.54,4.761904762,8.377,4.6,2019,2,Sunday,24
676,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.988,2019-02-19,Credit card,448.56,4.761904762,22.428,7.3,2019,2,Tuesday,19
677,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,2019-02-23,Cash,293.88,4.761904762,14.694,6.0,2019,2,Saturday,23
678,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2019-02-07,Ewallet,589.5,4.761904762,29.475,8.1,2019,2,Thursday,7
679,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,2019-01-11,Ewallet,291.0,4.761904762,14.55,9.4,2019,1,Friday,11
680,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2019-02-12,Cash,39.48,4.761904762,1.974,6.5,2019,2,Tuesday,12
681,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,2019-01-14,Credit card,34.81,4.761904762,1.7405,7.0,2019,1,Monday,14
682,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,2019-01-09,Ewallet,295.92,4.761904762,14.796,7.1,2019,1,Wednesday,9
